,Name,LaptopID,RAM,HDD,SSD,Graphic,Link,Price,Best Offer,Date
385,Acer Aspire 3 APU Dual Core A4 9120e - (4 GB/1 TB HDD/Windows 10 Home) A315-22 Laptop,COMFN7ZXMN8XBER5,4,1024,0,0,https://www.flipkart.com/acer-aspire-3-apu-dual-core-a4-9120e-4-gb-1-tb-hdd-windows-10-home-a315-22-laptop/p/itmb4f4d71c72ba7?pid=COMFN7ZXMN8XBER5&lid=LSTCOMFN7ZXMN8XBER5PFLGJX&marketplace=FLIPKART&srno=b_22_507&otracker=browse&fm=organic&iid=b2813eaf-a771-4fff-a23e-00a6695174ff.COMFN7ZXMN8XBER5.SEARCH&ssid=nv83yxgey80000001602777495699,29625,5,15/10
386,Dell Inspiron 3000 Core i5 10th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 3593 Laptop,COMFZFVXXZHBVDHN,4,1024,256,0,https://www.flipkart.com/dell-inspiron-3000-core-i5-10th-gen-4-gb-1-tb-hdd-256-gb-ssd-windows-10-home-3593-laptop/p/itmd5bde3e2d747f?pid=COMFZFVXXZHBVDHN&lid=LSTCOMFZFVXXZHBVDHNVIFA4B&marketplace=FLIPKART&srno=b_22_508&otracker=browse&fm=organic&iid=b2813eaf-a771-4fff-a23e-00a6695174ff.COMFZFVXXZHBVDHN.SEARCH&ssid=nv83yxgey80000001602777495699,59990,5,15/10
387,Lenovo Legion 5i Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10/4 GB Graphics/NVIDIA Geforce ...,COMFUTMDE2ZUQEVZ,8,1024,256,4,https://www.flipkart.com/lenovo-legion-5i-core-i5-10th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-4-graphics-nvidia-geforce-gtx-nvidia-geforce-1650ti-4gb-gddr6-gaming-laptop/p/itm2086556b03fa0?pid=COMFUTMDE2ZUQEVZ&lid=LSTCOMFUTMDE2ZUQEVZHBPXHD&marketplace=FLIPKART&srno=b_22_511&otracker=browse&fm=organic&iid=b2813eaf-a771-4fff-a23e-00a6695174ff.COMFUTMDE2ZUQEVZ.SEARCH&ssid=nv83yxgey80000001602777495699,89998,5,15/10
388,Lenovo Legion Y540 Core i7 9th Gen - (8 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA Geforce GTX NVID...,COMFQAWCVTHPFG5Y,8,0,512,4,https://www.flipkart.com/lenovo-legion-y540-core-i7-9th-gen-8-gb-512-gb-ssd-windows-10-4-graphics-nvidia-geforce-gtx-nvidia-geforce-1650-4gb-gddr5-gaming-laptop/p/itm450562ee7a27a?pid=COMFQAWCVTHPFG5Y&lid=LSTCOMFQAWCVTHPFG5YHOVREY&marketplace=FLIPKART&srno=b_22_512&otracker=browse&fm=organic&iid=b2813eaf-a771-4fff-a23e-00a6695174ff.COMFQAWCVTHPFG5Y.SEARCH&ssid=nv83yxgey80000001602777495699,95008,5,15/10
389,Asus E410 Pentium Quad Core - (4 GB/256 GB SSD/Windows 10) E410MA-EK321T Laptop,COMFVYM9EHQCY3TZ,4,0,256,0,https://www.flipkart.com/asus-e410-pentium-quad-core-4-gb-256-gb-ssd-windows-10-e410ma-ek321t-laptop/p/itm7b8ae9e8848c5?pid=COMFVYM9EHQCY3TZ&lid=LSTCOMFVYM9EHQCY3TZVCUWER&marketplace=FLIPKART&srno=b_22_513&otracker=browse&fm=organic&iid=b2813eaf-a771-4fff-a23e-00a6695174ff.COMFVYM9EHQCY3TZ.SEARCH&ssid=nv83yxgey80000001602777495699,32490,5,15/10
390,HP Pavilion Core i7 8th Gen - (8 GB/2 TB HDD/Windows 10 Home/4 GB Graphics) 15-CS1052TX Thin and Light...,COMFFFFM8GNZJFHV,8,2,0,4,https://www.flipkart.com/hp-pavilion-core-i7-8th-gen-8-gb-2-tb-hdd-windows-10-home-4-gb-graphics-15-cs1052tx-thin-light-laptop/p/itmfffsynaxsu9rg?pid=COMFFFFM8GNZJFHV&lid=LSTCOMFFFFM8GNZJFHVDBDJQP&marketplace=FLIPKART&srno=b_22_515&otracker=browse&fm=organic&iid=b2813eaf-a771-4fff-a23e-00a6695174ff.COMFFFFM8GNZJFHV.SEARCH&ssid=nv83yxgey80000001602777495699,79899,5,15/10
391,Asus VivoBook 14 Core i3 7th Gen - (4 GB/256 GB SSD/Windows 10 Home) X412UA-EK340T Thin and Light Lapt...,COMFG9YR2YMF3SGK,4,0,256,0,https://www.flipkart.com/asus-vivobook-14-core-i3-7th-gen-4-gb-256-gb-ssd-windows-10-home-x412ua-ek340t-thin-light-laptop/p/itmfg9yrazu4bdzz?pid=COMFG9YR2YMF3SGK&lid=LSTCOMFG9YR2YMF3SGKLWEVCP&marketplace=FLIPKART&srno=b_22_516&otracker=browse&fm=organic&iid=b2813eaf-a771-4fff-a23e-00a6695174ff.COMFG9YR2YMF3SGK.SEARCH&ssid=nv83yxgey80000001602777495699,42990,5,15/10
392,Lenovo Ideapad S340 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) S340-14IIL Thin and Light Lap...,COMFTPG2657SQGBS,8,0,512,0,https://www.flipkart.com/lenovo-ideapad-s340-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-s340-14iil-thin-light-laptop/p/itmd5fc324aa4f89?pid=COMFTPG2657SQGBS&lid=LSTCOMFTPG2657SQGBSKIRJJX&marketplace=FLIPKART&srno=b_22_517&otracker=browse&fm=organic&iid=b2813eaf-a771-4fff-a23e-00a6695174ff.COMFTPG2657SQGBS.SEARCH&ssid=nv83yxgey80000001602777495699,55578,5,15/10
393,Asus ZenBook 13 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX331UAL-EG058T Thin and Light Lap...,COMF6UY3VNWA7CWZ,8,0,512,0,https://www.flipkart.com/asus-zenbook-13-core-i5-8th-gen-8-gb-512-gb-ssd-windows-10-home-ux331ual-eg058t-thin-light-laptop/p/itmf6uy37he3et7f?pid=COMF6UY3VNWA7CWZ&lid=LSTCOMF6UY3VNWA7CWZ6UEZL3&marketplace=FLIPKART&srno=b_22_518&otracker=browse&fm=organic&iid=b2813eaf-a771-4fff-a23e-00a6695174ff.COMF6UY3VNWA7CWZ.SEARCH&ssid=nv83yxgey80000001602777495699,72990,5,15/10
394,Dell Inspiron 7000 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 7391 2 in 1 Laptop,COMFZFVXRDH75QPF,8,0,512,0,https://www.flipkart.com/dell-inspiron-7000-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-7391-2-1-laptop/p/itm8040a65db7e4a?pid=COMFZFVXRDH75QPF&lid=LSTCOMFZFVXRDH75QPFSNB9YZ&marketplace=FLIPKART&srno=b_22_519&otracker=browse&fm=organic&iid=b2813eaf-a771-4fff-a23e-00a6695174ff.COMFZFVXRDH75QPF.SEARCH&ssid=nv83yxgey80000001602777495699,97000,5,15/10
395,Dell Inspiron 3000 Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) 3593 Laptop,COMFSFXVCATHRYXU,4,1024,0,0,https://www.flipkart.com/dell-inspiron-3000-core-i3-10th-gen-4-gb-1-tb-hdd-windows-10-home-3593-laptop/p/itm163c139ccf79f?pid=COMFSFXVCATHRYXU&lid=LSTCOMFSFXVCATHRYXU966PLG&marketplace=FLIPKART&srno=b_22_521&otracker=browse&fm=organic&iid=b2813eaf-a771-4fff-a23e-00a6695174ff.COMFSFXVCATHRYXU.SEARCH&ssid=nv83yxgey80000001602777495699,42200,5,15/10
396,Asus VivoBook 15 Core i7 8th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) X512FL-EJ2...,COMFG9YRSZUYCJGZ,8,1024,256,2,https://www.flipkart.com/asus-vivobook-15-core-i7-8th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-2-graphics-x512fl-ej200t-laptop/p/itmfg9ysfgswn6cz?pid=COMFG9YRSZUYCJGZ&lid=LSTCOMFG9YRSZUYCJGZB1DOBE&marketplace=FLIPKART&srno=b_22_522&otracker=browse&fm=organic&iid=b2813eaf-a771-4fff-a23e-00a6695174ff.COMFG9YRSZUYCJGZ.SEARCH&ssid=nv83yxgey80000001602777495699,79900,5,15/10
397,Lenovo Ideapad S540 Core i7 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) S540-1...,COMFQX68GFC3KJG4,8,1024,256,2,https://www.flipkart.com/lenovo-ideapad-s540-core-i7-10th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-2-graphics-s540-15iml-laptop/p/itme835858215822?pid=COMFQX68GFC3KJG4&lid=LSTCOMFQX68GFC3KJG4FWWBBE&marketplace=FLIPKART&srno=b_22_523&otracker=browse&fm=organic&iid=b2813eaf-a771-4fff-a23e-00a6695174ff.COMFQX68GFC3KJG4.SEARCH&ssid=nv83yxgey80000001602777495699,84998,0,15/10
398,Lenovo Ideapad S540 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) S540-13IML Thin...,COMFNXKSSGEFWZ5Z,8,0,512,2,https://www.flipkart.com/lenovo-ideapad-s540-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-2-graphics-s540-13iml-thin-light-laptop/p/itmec859e1264e9a?pid=COMFNXKSSGEFWZ5Z&lid=LSTCOMFNXKSSGEFWZ5Z64UKE8&marketplace=FLIPKART&srno=b_22_525&otracker=browse&fm=organic&iid=b2813eaf-a771-4fff-a23e-00a6695174ff.COMFNXKSSGEFWZ5Z.SEARCH&ssid=nv83yxgey80000001602777495699,85999,5,15/10
399,Dell Inspiron Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Inspiron 15-3593 Laptop,COMFTP97C43NACPJ,8,0,512,0,https://www.flipkart.com/dell-inspiron-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-15-3593-laptop/p/itm34a134a18c36b?pid=COMFTP97C43NACPJ&lid=LSTCOMFTP97C43NACPJISSSJS&marketplace=FLIPKART&srno=b_22_526&otracker=browse&fm=organic&iid=b2813eaf-a771-4fff-a23e-00a6695174ff.COMFTP97C43NACPJ.SEARCH&ssid=nv83yxgey80000001602777495699,63990,5,15/10
400,Asus VivoBook 14 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) X412FA-EK295T Thin and Light Lapt...,COMFG9YRK28R4GKW,8,0,512,0,https://www.flipkart.com/asus-vivobook-14-core-i5-8th-gen-8-gb-512-gb-ssd-windows-10-home-x412fa-ek295t-thin-light-laptop/p/itmfg9ysqkkzw8qc?pid=COMFG9YRK28R4GKW&lid=LSTCOMFG9YRK28R4GKWKDPM5S&marketplace=FLIPKART&srno=b_22_527&otracker=browse&fm=organic&iid=b2813eaf-a771-4fff-a23e-00a6695174ff.COMFG9YRK28R4GKW.SEARCH&ssid=nv83yxgey80000001602777495699,62990,5,15/10
401,HP Envy Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics) 15-ep0123TX Laptop,COMFTXCFBEF9QM3U,16,0,1024,6,https://www.flipkart.com/hp-envy-core-i7-10th-gen-16-gb-1-tb-ssd-windows-10-home-6-gb-graphics-15-ep0123tx-laptop/p/itm055e135e8be27?pid=COMFTXCFBEF9QM3U&lid=LSTCOMFTXCFBEF9QM3UOXFJ58&marketplace=FLIPKART&srno=b_22_528&otracker=browse&fm=organic&iid=b2813eaf-a771-4fff-a23e-00a6695174ff.COMFTXCFBEF9QM3U.SEARCH&ssid=nv83yxgey80000001602777495699,149999,5,15/10
402,Lenovo Think book Core i5 10th Gen - (8 GB/1 TB HDD/DOS) 20RV00BNIH Thin and Light Laptop,COMFWAQYBAH5733B,8,1024,0,0,https://www.flipkart.com/lenovo-think-book-core-i5-10th-gen-8-gb-1-tb-hdd-dos-20rv00bnih-thin-light-laptop/p/itm3a1d04292cf80?pid=COMFWAQYBAH5733B&lid=LSTCOMFWAQYBAH5733BTWV2KN&marketplace=FLIPKART&srno=b_23_529&otracker=browse&fm=organic&iid=0c571162-c1f5-4b06-bcd4-350ace484f51.COMFWAQYBAH5733B.SEARCH&ssid=57ptydxtgw0000001602777497371,52750,5,15/10
403,Lenovo Ideapad 330 Ryzen 5 Quad Core 2500U - (8 GB/1 TB HDD/DOS) 330-15ARR U Laptop,COMF7GAR3PCNB4CT,8,1024,0,0,https://www.flipkart.com/lenovo-ideapad-330-ryzen-5-quad-core-2500u-8-gb-1-tb-hdd-dos-330-15arr-u-laptop/p/itmf7garh6dfwhvf?pid=COMF7GAR3PCNB4CT&lid=LSTCOMF7GAR3PCNB4CTA81IKM&marketplace=FLIPKART&srno=b_23_531&otracker=browse&fm=organic&iid=0c571162-c1f5-4b06-bcd4-350ace484f51.COMF7GAR3PCNB4CT.SEARCH&ssid=57ptydxtgw0000001602777497371,50000,5,15/10
404,MarQ by Flipkart Falkon Aerbook Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) MAi5882SWT Thin an...,COMFHCFW6GVJHP8H,8,0,256,0,https://www.flipkart.com/marq-flipkart-falkon-aerbook-core-i5-8th-gen-8-gb-256-gb-ssd-windows-10-home-mai5882swt-thin-light-laptop/p/itm3574ecca032ac?pid=COMFHCFW6GVJHP8H&lid=LSTCOMFHCFW6GVJHP8HOAL4XH&marketplace=FLIPKART&srno=b_23_532&otracker=browse&fm=organic&iid=0c571162-c1f5-4b06-bcd4-350ace484f51.COMFHCFW6GVJHP8H.SEARCH&ssid=57ptydxtgw0000001602777497371,34990,5,15/10
405,Asus Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) X409FA-EK555T Laptop,COMFJHUNTGTWT3ZK,8,0,512,0,https://www.flipkart.com/asus-core-i5-8th-gen-8-gb-512-gb-ssd-windows-10-home-x409fa-ek555t-laptop/p/itm4b2d98633fb7f?pid=COMFJHUNTGTWT3ZK&lid=LSTCOMFJHUNTGTWT3ZKYFRQYA&marketplace=FLIPKART&srno=b_23_533&otracker=browse&fm=organic&iid=0c571162-c1f5-4b06-bcd4-350ace484f51.COMFJHUNTGTWT3ZK.SEARCH&ssid=57ptydxtgw0000001602777497371,56990,5,15/10
406,Dell Inspiron Core i7 7th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforc...,COMESZYNFRT79VAH,16,1024,256,4,https://www.flipkart.com/dell-inspiron-core-i7-7th-gen-16-gb-1-tb-hdd-256-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1050ti-7567-gaming-laptop/p/itmf3s3fh67c7yrw?pid=COMESZYNFRT79VAH&lid=LSTCOMESZYNFRT79VAH45VYTB&marketplace=FLIPKART&srno=b_23_535&otracker=browse&fm=organic&iid=0c571162-c1f5-4b06-bcd4-350ace484f51.COMESZYNFRT79VAH.SEARCH&ssid=57ptydxtgw0000001602777497371,95990,5,15/10
407,Lenovo Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Pro) L490 Business Laptop,COMFUZYYEBBVGRWZ,8,0,512,0,https://www.flipkart.com/lenovo-core-i5-8th-gen-8-gb-512-gb-ssd-windows-10-pro-l490-business-laptop/p/itmb330feb8cfd3f?pid=COMFUZYYEBBVGRWZ&lid=LSTCOMFUZYYEBBVGRWZK2SSMR&marketplace=FLIPKART&srno=b_23_536&otracker=browse&fm=organic&iid=0c571162-c1f5-4b06-bcd4-350ace484f51.COMFUZYYEBBVGRWZ.SEARCH&ssid=57ptydxtgw0000001602777497371,72990,5,15/10
408,Lenovo THINKPAD E14 Core i5 10th Gen - (8 GB/500 GB HDD/Windows 10 Pro) E14 Business Laptop,COMFTEKFSQZJJ6ZY,8,500,0,0,https://www.flipkart.com/lenovo-thinkpad-e14-core-i5-10th-gen-8-gb-500-gb-hdd-windows-10-pro-business-laptop/p/itm31b1bbc89b6db?pid=COMFTEKFSQZJJ6ZY&lid=LSTCOMFTEKFSQZJJ6ZY9I4JVR&marketplace=FLIPKART&srno=b_23_537&otracker=browse&fm=organic&iid=0c571162-c1f5-4b06-bcd4-350ace484f51.COMFTEKFSQZJJ6ZY.SEARCH&ssid=57ptydxtgw0000001602777497371,69727,5,15/10
409,HP Chromebook x360 Core i3 8th Gen - (8 GB/64 GB EMMC Storage/Chrome OS) 14-da0003TU 2 in 1 Laptop,COMFJ57JJTGYRKHN,8,64,0,0,https://www.flipkart.com/hp-chromebook-x360-core-i3-8th-gen-8-gb-64-gb-emmc-storage-chrome-os-14-da0003tu-2-1-laptop/p/itmfj57js4jyskhk?pid=COMFJ57JJTGYRKHN&lid=LSTCOMFJ57JJTGYRKHNFZYZ17&marketplace=FLIPKART&srno=b_23_538&otracker=browse&fm=organic&iid=0c571162-c1f5-4b06-bcd4-350ace484f51.COMFJ57JJTGYRKHN.SEARCH&ssid=57ptydxtgw0000001602777497371,51297,5,15/10
410,Lenovo Ideapad 330 Core i3 7th Gen - (4 GB + 16 GB Optane/1 TB HDD/Windows 10 Home/2 GB Graphics) 330-...,COMF8FDMFN9JH3Z7,4,1024,0,2,https://www.flipkart.com/lenovo-ideapad-330-core-i3-7th-gen-4-gb-16-optane-1-tb-hdd-windows-10-home-2-graphics-330-15ikb-laptop/p/itmf8fdmgayg68cb?pid=COMF8FDMFN9JH3Z7&lid=LSTCOMF8FDMFN9JH3Z7TN5CC7&marketplace=FLIPKART&srno=b_23_539&otracker=browse&fm=organic&iid=0c571162-c1f5-4b06-bcd4-350ace484f51.COMF8FDMFN9JH3Z7.SEARCH&ssid=57ptydxtgw0000001602777497371,50000,5,15/10
411,Lenovo Core i7 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) L340-15IWL Laptop,COMFK4RPJZMCEFSZ,8,1024,0,2,https://www.flipkart.com/lenovo-core-i7-8th-gen-8-gb-1-tb-hdd-windows-10-home-2-gb-graphics-l340-15iwl-laptop/p/itm69e928b5bf119?pid=COMFK4RPJZMCEFSZ&lid=LSTCOMFK4RPJZMCEFSZXMLAUK&marketplace=FLIPKART&srno=b_23_541&otracker=browse&fm=organic&iid=0c571162-c1f5-4b06-bcd4-350ace484f51.COMFK4RPJZMCEFSZ.SEARCH&ssid=57ptydxtgw0000001602777497371,85600,5,15/10
412,HP 14q APU Dual Core A9 A9-9425 - (4 GB/256 GB SSD/Windows 10 Home) 14q-cy0006AU Thin and Light Laptop,COMFHZ4Y59GBFZNG,4,0,256,0,https://www.flipkart.com/hp-14q-apu-dual-core-a9-a9-9425-4-gb-256-gb-ssd-windows-10-home-14q-cy0006au-thin-light-laptop/p/itm8b70f6c494cf9?pid=COMFHZ4Y59GBFZNG&lid=LSTCOMFHZ4Y59GBFZNGGLIX6G&marketplace=FLIPKART&srno=b_23_542&otracker=browse&fm=organic&iid=0c571162-c1f5-4b06-bcd4-350ace484f51.COMFHZ4Y59GBFZNG.SEARCH&ssid=57ptydxtgw0000001602777497371,28462,5,15/10
413,Acer Aspire 5 Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) A515-51G-5206 Laptop,COMFGFWZZFTARK32,8,1024,0,2,https://www.flipkart.com/acer-aspire-5-core-i5-7th-gen-8-gb-1-tb-hdd-windows-10-home-2-gb-graphics-a515-51g-5206-laptop/p/itm5802acd06456f?pid=COMFGFWZZFTARK32&lid=LSTCOMFGFWZZFTARK32A0DSZJ&marketplace=FLIPKART&srno=b_23_543&otracker=browse&fm=organic&iid=0c571162-c1f5-4b06-bcd4-350ace484f51.COMFGFWZZFTARK32.SEARCH&ssid=57ptydxtgw0000001602777497371,51990,5,15/10
414,Lenovo Core i5 8th Gen - (4 GB/1 TB HDD/DOS) V330 Thin and Light Laptop,COMFUTE6NUN9CZUG,4,1024,0,0,https://www.flipkart.com/lenovo-core-i5-8th-gen-4-gb-1-tb-hdd-dos-v330-thin-light-laptop/p/itm54004dc806e78?pid=COMFUTE6NUN9CZUG&lid=LSTCOMFUTE6NUN9CZUGBZ4IP3&marketplace=FLIPKART&srno=b_23_545&otracker=browse&fm=organic&iid=0c571162-c1f5-4b06-bcd4-350ace484f51.COMFUTE6NUN9CZUG.SEARCH&ssid=57ptydxtgw0000001602777497371,53500,5,15/10
415,Dell Inspiron 3000 Core i5 10th Gen - (4 GB/512 GB SSD/Windows 10 Home) 3593 Laptop,COMFN6YYZJNQYUQV,4,0,512,0,https://www.flipkart.com/dell-inspiron-3000-core-i5-10th-gen-4-gb-512-gb-ssd-windows-10-home-3593-laptop/p/itm4bd3cf4cfa64f?pid=COMFN6YYZJNQYUQV&lid=LSTCOMFN6YYZJNQYUQVZ9ZBE4&marketplace=FLIPKART&srno=b_23_546&otracker=browse&fm=organic&iid=0c571162-c1f5-4b06-bcd4-350ace484f51.COMFN6YYZJNQYUQV.SEARCH&ssid=57ptydxtgw0000001602777497371,59990,5,15/10
416,Dell Inspiron 13 7000 Series Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Home) insp 7380 Laptop,COMFBYGRHPH4B7ZJ,16,0,512,0,https://www.flipkart.com/dell-inspiron-13-7000-series-core-i7-8th-gen-16-gb-512-gb-ssd-windows-10-home-insp-7380-laptop/p/itmfbygrwrgfkrkf?pid=COMFBYGRHPH4B7ZJ&lid=LSTCOMFBYGRHPH4B7ZJGPFCPE&marketplace=FLIPKART&srno=b_23_547&otracker=browse&fm=organic&iid=0c571162-c1f5-4b06-bcd4-350ace484f51.COMFBYGRHPH4B7ZJ.SEARCH&ssid=57ptydxtgw0000001602777497371,115185,5,15/10
417,HP 14q Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home) 14q-cs0017tu Thin and Light Laptop,COMFGX6CMFZWGN3K,8,1024,0,0,https://www.flipkart.com/hp-14q-core-i5-8th-gen-8-gb-1-tb-hdd-windows-10-home-14q-cs0017tu-thin-light-laptop/p/itmfgx6c77sgve3v?pid=COMFGX6CMFZWGN3K&lid=LSTCOMFGX6CMFZWGN3KYUQQWR&marketplace=FLIPKART&srno=b_23_548&otracker=browse&fm=organic&iid=0c571162-c1f5-4b06-bcd4-350ace484f51.COMFGX6CMFZWGN3K.SEARCH&ssid=57ptydxtgw0000001602777497371,44097,5,15/10
418,Asus VivoBook 14 Ryzen 5 Quad Core 3500U 2nd Gen - (8 GB/512 GB SSD/Windows 10 Home) X412DA-EK504T Thi...,COMFMCSBYRZVGTSK,8,0,512,0,https://www.flipkart.com/asus-vivobook-14-ryzen-5-quad-core-3500u-2nd-gen-8-gb-512-gb-ssd-windows-10-home-x412da-ek504t-thin-light-laptop/p/itm0cc83860e5b60?pid=COMFMCSBYRZVGTSK&lid=LSTCOMFMCSBYRZVGTSKFYRZ8U&marketplace=FLIPKART&srno=b_23_549&otracker=browse&fm=organic&iid=0c571162-c1f5-4b06-bcd4-350ace484f51.COMFMCSBYRZVGTSK.SEARCH&ssid=57ptydxtgw0000001602777497371,52990,5,15/10
419,Lenovo Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Pro) Thinkbook 14 Thin and Light Laptop,COMFVSTAACAN4BCZ,8,0,512,0,https://www.flipkart.com/lenovo-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-pro-thinkbook-14-thin-light-laptop/p/itm74fec3afc4116?pid=COMFVSTAACAN4BCZ&lid=LSTCOMFVSTAACAN4BCZP7J3G2&marketplace=FLIPKART&srno=b_23_551&otracker=browse&fm=organic&iid=0c571162-c1f5-4b06-bcd4-350ace484f51.COMFVSTAACAN4BCZ.SEARCH&ssid=57ptydxtgw0000001602777497371,79500,5,15/10
420,Avita Pura Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 10 Home in S Mode) NS14A6INV561-PDGYB Th...,COMFQGZESHAD8HCH,8,0,512,0,https://www.flipkart.com/avita-pura-ryzen-5-quad-core-3500u-8-gb-512-gb-ssd-windows-10-home-s-mode-ns14a6inv561-pdgyb-thin-light-laptop/p/itm48e46ddad7b59?pid=COMFQGZESHAD8HCH&lid=LSTCOMFQGZESHAD8HCHVWX8XL&marketplace=FLIPKART&srno=b_23_552&otracker=browse&fm=organic&iid=0c571162-c1f5-4b06-bcd4-350ace484f51.COMFQGZESHAD8HCH.SEARCH&ssid=57ptydxtgw0000001602777497371,32990,5,15/10
421,HP APU Dual Core A6 A6-9225 - (4 GB/1 TB HDD/DOS) 245 G7 Laptop,COMFJ2FGENRESHFZ,4,1024,0,0,https://www.flipkart.com/hp-apu-dual-core-a6-a6-9225-4-gb-1-tb-hdd-dos-245-g7-laptop/p/itmfgyjcyj4thej6?pid=COMFJ2FGENRESHFZ&lid=LSTCOMFJ2FGENRESHFZOD4JB8&marketplace=FLIPKART&srno=b_24_553&otracker=browse&fm=organic&iid=ec143ce4-e424-42aa-8a64-0b06e286bfd1.COMFJ2FGENRESHFZ.SEARCH&ssid=ysmjjeu9g00000001602777499166,20900,5,15/10
422,HP 15q Ryzen 3 Dual Core 2200U - (4 GB/1 TB HDD/Windows 10 Home) 15q-dy0004au Laptop,COMFAUD93CUTCAG8,4,1024,0,0,https://www.flipkart.com/hp-15q-ryzen-3-dual-core-2200u-4-gb-1-tb-hdd-windows-10-home-15q-dy0004au-laptop/p/itmfaud9ddfpfphs?pid=COMFAUD93CUTCAG8&lid=LSTCOMFAUD93CUTCAG8LTDN95&marketplace=FLIPKART&srno=b_24_555&otracker=browse&fm=organic&iid=ec143ce4-e424-42aa-8a64-0b06e286bfd1.COMFAUD93CUTCAG8.SEARCH&ssid=ysmjjeu9g00000001602777499166,32917,5,15/10
423,Dell Inspiron 15 3000 Series Core i7 8th Gen - (8 GB/2 TB HDD/Windows 10 Home/2 GB Graphics) ins 3576 ...,COMF8QXCGAYHZX7H,8,2,0,2,https://www.flipkart.com/dell-inspiron-15-3000-series-core-i7-8th-gen-8-gb-2-tb-hdd-windows-10-home-2-gb-graphics-ins-3576-laptop/p/itm720ced25e03c8?pid=COMF8QXCGAYHZX7H&lid=LSTCOMF8QXCGAYHZX7H6UBMQE&marketplace=FLIPKART&srno=b_24_556&otracker=browse&fm=organic&iid=ec143ce4-e424-42aa-8a64-0b06e286bfd1.COMF8QXCGAYHZX7H.SEARCH&ssid=ysmjjeu9g00000001602777499166,71990,5,15/10
424,HP OMEN Core i7 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX 1...,COMEU7MGJZDEX8V3,8,1024,128,4,https://www.flipkart.com/hp-omen-core-i7-7th-gen-8-gb-1-tb-hdd-128-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1050ti-15-ax252tx-gaming-laptop/p/itmf3s32uyghk5px?pid=COMEU7MGJZDEX8V3&lid=LSTCOMEU7MGJZDEX8V3ICIKBH&marketplace=FLIPKART&srno=b_24_557&otracker=browse&fm=organic&iid=ec143ce4-e424-42aa-8a64-0b06e286bfd1.COMEU7MGJZDEX8V3.SEARCH&ssid=ysmjjeu9g00000001602777499166,103828,5,15/10
425,HP 14q Core i3 7th Gen - (8 GB/256 GB SSD/Windows 10 Home) 14q-cs0023TU Thin and Light Laptop,COMFJHUNXYTPBJYR,8,0,256,0,https://www.flipkart.com/hp-14q-core-i3-7th-gen-8-gb-256-gb-ssd-windows-10-home-14q-cs0023tu-thin-light-laptop/p/itmc63c3887630bb?pid=COMFJHUNXYTPBJYR&lid=LSTCOMFJHUNXYTPBJYRTI05MS&marketplace=FLIPKART&srno=b_24_558&otracker=browse&fm=organic&iid=ec143ce4-e424-42aa-8a64-0b06e286bfd1.COMFJHUNXYTPBJYR.SEARCH&ssid=ysmjjeu9g00000001602777499166,35811,5,15/10
