,Name,LaptopID,RAM,HDD,SSD,Graphic,Link,Price,Best Offer,Date
1881,Lenovo Yoga Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home) Yoga S940-14IIL Thin and Light Laptop,COMFVW9TKWBN3ZB8,16,0,1,0,https://www.flipkart.com/lenovo-yoga-core-i7-10th-gen-16-gb-1-tb-ssd-windows-10-home-s940-14iil-thin-light-laptop/p/itm1bfe27dc8132c?pid=COMFVW9TKWBN3ZB8&lid=LSTCOMFVW9TKWBN3ZB8BJY4JS&marketplace=FLIPKART&srno=b_24_566&otracker=browse&fm=organic&iid=1d0fb254-fbb3-403c-9127-a48954abd140.COMFVW9TKWBN3ZB8.SEARCH&ssid=l1ddxu6f8w0000001603039827527,148082,0,18/10
1882,HP Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10 Pro) 240 G7 Thin and Light Laptop,COMFVW9TBCF2WVGG,8,0,256,0,https://www.flipkart.com/hp-core-i3-10th-gen-8-gb-256-gb-ssd-windows-10-pro-240-g7-thin-light-laptop/p/itmd32a95133e65d?pid=COMFVW9TBCF2WVGG&lid=LSTCOMFVW9TBCF2WVGG3KLPYG&marketplace=FLIPKART&srno=b_24_567&otracker=browse&fm=organic&iid=1d0fb254-fbb3-403c-9127-a48954abd140.COMFVW9TBCF2WVGG.SEARCH&ssid=l1ddxu6f8w0000001603039827527,44990,10,18/10
1883,Dell Inspiron Core i7 6th Gen - (16 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforc...,COMEEFGF8BHQ6J7R,16,1,128,4,https://www.flipkart.com/dell-inspiron-core-i7-6th-gen-16-gb-1-tb-hdd-128-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-960m-7559-gaming-laptop/p/itmf3s3fvcphbdza?pid=COMEEFGF8BHQ6J7R&lid=LSTCOMEEFGF8BHQ6J7RV2MBA9&marketplace=FLIPKART&srno=b_24_568&otracker=browse&fm=organic&iid=1d0fb254-fbb3-403c-9127-a48954abd140.COMEEFGF8BHQ6J7R.SEARCH&ssid=l1ddxu6f8w0000001603039827527,86990,10,18/10
1884,Dell Latitude 3500 Core i3 10th Gen - (4 GB/1 TB HDD/Linux) Latitude 3500 Laptop,COMFVXE5JUMHAZXT,4,1,0,0,https://www.flipkart.com/dell-latitude-3500-core-i3-10th-gen-4-gb-1-tb-hdd-linux-laptop/p/itmf5768aa5df9d6?pid=COMFVXE5JUMHAZXT&lid=LSTCOMFVXE5JUMHAZXTEICFKH&marketplace=FLIPKART&srno=b_24_569&otracker=browse&fm=organic&iid=1d0fb254-fbb3-403c-9127-a48954abd140.COMFVXE5JUMHAZXT.SEARCH&ssid=l1ddxu6f8w0000001603039827527,41620,10,18/10
1885,Dell Latitude 3500 Core i5 10th Gen - (8 GB/256 GB SSD/Windows 10 Pro) Latitude 5300 Laptop,COMFWAQCYURGJZVW,8,0,256,0,https://www.flipkart.com/dell-latitude-3500-core-i5-10th-gen-8-gb-256-gb-ssd-windows-10-pro-5300-laptop/p/itmb3203b35edeee?pid=COMFWAQCYURGJZVW&lid=LSTCOMFWAQCYURGJZVW72X5E9&marketplace=FLIPKART&srno=b_24_571&otracker=browse&fm=organic&iid=1d0fb254-fbb3-403c-9127-a48954abd140.COMFWAQCYURGJZVW.SEARCH&ssid=l1ddxu6f8w0000001603039827527,74750,10,18/10
1886,Asus VivoBook 14 Ryzen 5 Quad Core 3500U - (8 GB/1 TB HDD/Windows 10 Home) M509DA-BQ179T Thin and Ligh...,COMFWAQCYNGEHYBS,8,1,0,0,https://www.flipkart.com/asus-vivobook-14-ryzen-5-quad-core-3500u-8-gb-1-tb-hdd-windows-10-home-m509da-bq179t-thin-light-laptop/p/itm817ee408202b0?pid=COMFWAQCYNGEHYBS&lid=LSTCOMFWAQCYNGEHYBSP4PQEQ&marketplace=FLIPKART&srno=b_24_572&otracker=browse&fm=organic&iid=1d0fb254-fbb3-403c-9127-a48954abd140.COMFWAQCYNGEHYBS.SEARCH&ssid=l1ddxu6f8w0000001603039827527,46990,10,18/10
1887,Dell Inspiron 7000 Core i7 6th Gen - (8 GB/1 TB HDD/8 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Gefo...,COMEMGG8UW4QZUTZ,8,1,8,4,https://www.flipkart.com/dell-inspiron-7000-core-i7-6th-gen-8-gb-1-tb-hdd-8-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-960m-7559-gaming-laptop/p/itmf3s3f2g22hhzb?pid=COMEMGG8UW4QZUTZ&lid=LSTCOMEMGG8UW4QZUTZFK83XS&marketplace=FLIPKART&srno=b_24_573&otracker=browse&fm=organic&iid=1d0fb254-fbb3-403c-9127-a48954abd140.COMEMGG8UW4QZUTZ.SEARCH&ssid=l1ddxu6f8w0000001603039827527,79990,10,18/10
1888,Lenovo APU Dual Core A6 A6-9225 - (4 GB/1 TB HDD/Windows 10 Home) V145 Laptop,COMFWATUASVVAHTG,4,1,0,0,https://www.flipkart.com/lenovo-apu-dual-core-a6-a6-9225-4-gb-1-tb-hdd-windows-10-home-v145-laptop/p/itma5420df19dee1?pid=COMFWATUASVVAHTG&lid=LSTCOMFWATUASVVAHTGWOZPUS&marketplace=FLIPKART&srno=b_24_575&otracker=browse&fm=organic&iid=1d0fb254-fbb3-403c-9127-a48954abd140.COMFWATUASVVAHTG.SEARCH&ssid=l1ddxu6f8w0000001603039827527,25990,10,18/10
1889,Lenovo APU Dual Core A6 A6-9225 - (4 GB/1 TB HDD/DOS) V145 Laptop,COMFWATUHHNGXAKW,4,1,0,0,https://www.flipkart.com/lenovo-apu-dual-core-a6-a6-9225-4-gb-1-tb-hdd-dos-v145-laptop/p/itm5f45b56796d2b?pid=COMFWATUHHNGXAKW&lid=LSTCOMFWATUHHNGXAKWELYLAH&marketplace=FLIPKART&srno=b_24_576&otracker=browse&fm=organic&iid=1d0fb254-fbb3-403c-9127-a48954abd140.COMFWATUHHNGXAKW.SEARCH&ssid=l1ddxu6f8w0000001603039827527,21990,10,18/10
1890,Asus ZenBook Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home) UX325JA-EG137TS Thin and Light Laptop,COMFTBYV9YSCGMHP,16,0,1,0,https://www.flipkart.com/asus-zenbook-core-i7-10th-gen-16-gb-1-tb-ssd-windows-10-home-ux325ja-eg137ts-thin-light-laptop/p/itme828b2e2d0a1f?pid=COMFTBYV9YSCGMHP&lid=LSTCOMFTBYV9YSCGMHPHPYBX6&marketplace=FLIPKART&srno=b_25_577&otracker=browse&fm=organic&iid=32994564-238f-4223-9cec-676100e8cd6f.COMFTBYV9YSCGMHP.SEARCH&ssid=z4m5hxh8cw0000001603039828576,104990,0,18/10
1891,HP Chromebook 14a Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) 14a-na0003tu Thin and Light ...,COMFTYBZG8ZGJFHF,4,64,0,0,https://www.flipkart.com/hp-chromebook-14a-celeron-dual-core-4-gb-64-gb-emmc-storage-chrome-os-14a-na0003tu-thin-light-laptop/p/itma948edff6a157?pid=COMFTYBZG8ZGJFHF&lid=LSTCOMFTYBZG8ZGJFHFFH7QIN&marketplace=FLIPKART&srno=b_25_578&otracker=browse&fm=organic&iid=32994564-238f-4223-9cec-676100e8cd6f.COMFTYBZG8ZGJFHF.SEARCH&ssid=z4m5hxh8cw0000001603039828576,28999,10,18/10
1892,HP Core i5 7th Gen - (8 GB/256 GB SSD/Windows 10 Home) 13-V123TU Thin and Light Laptop,COMEPAXPNRMMTAYB,8,0,256,0,https://www.flipkart.com/hp-core-i5-7th-gen-8-gb-256-gb-ssd-windows-10-home-13-v123tu-thin-light-laptop/p/itmf3s3fqffgdvak?pid=COMEPAXPNRMMTAYB&lid=LSTCOMEPAXPNRMMTAYBOE40K9&marketplace=FLIPKART&srno=b_25_579&otracker=browse&fm=organic&iid=32994564-238f-4223-9cec-676100e8cd6f.COMEPAXPNRMMTAYB.SEARCH&ssid=z4m5hxh8cw0000001603039828576,99999,10,18/10
1893,Asus Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) UX481FL-HJ551TS Thin and Light...,COMFT8GXKAEQHRHF,8,0,512,2,https://www.flipkart.com/asus-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-2-graphics-ux481fl-hj551ts-thin-light-laptop/p/itmd52ceadf10936?pid=COMFT8GXKAEQHRHF&lid=LSTCOMFT8GXKAEQHRHFWJW19F&marketplace=FLIPKART&srno=b_25_580&otracker=browse&fm=organic&iid=32994564-238f-4223-9cec-676100e8cd6f.COMFT8GXKAEQHRHF.SEARCH&ssid=z4m5hxh8cw0000001603039828576,128989,10,18/10
1894,Asus Core i7 8th Gen - (8 GB/512 GB SSD/Windows 10) ZenBook 14 Thin and Light Laptop,COMFWHHKPXPAZHTF,8,0,512,0,https://www.flipkart.com/asus-core-i7-8th-gen-8-gb-512-gb-ssd-windows-10-zenbook-14-thin-light-laptop/p/itm10422ec2db4a2?pid=COMFWHHKPXPAZHTF&lid=LSTCOMFWHHKPXPAZHTFTHN1H0&marketplace=FLIPKART&srno=b_25_581&otracker=browse&fm=organic&iid=32994564-238f-4223-9cec-676100e8cd6f.COMFWHHKPXPAZHTF.SEARCH&ssid=z4m5hxh8cw0000001603039828576,94500,10,18/10
1895,Lenovo Legion 5i Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10/4 GB Graphics/NVIDIA Geforce ...,COMFUTMDE2ZUQEVZ,8,1,256,4,https://www.flipkart.com/lenovo-legion-5i-core-i5-10th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-4-graphics-nvidia-geforce-gtx-nvidia-geforce-1650ti-4gb-gddr6-gaming-laptop/p/itm2086556b03fa0?pid=COMFUTMDE2ZUQEVZ&lid=LSTCOMFUTMDE2ZUQEVZ3DMOBS&marketplace=FLIPKART&srno=b_25_582&otracker=browse&fm=organic&iid=32994564-238f-4223-9cec-676100e8cd6f.COMFUTMDE2ZUQEVZ.SEARCH&ssid=z4m5hxh8cw0000001603039828576,92990,10,18/10
1896,Asus ZenBook 14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX425JA-BM076TS Thin and Light La...,COMFTBYVCKJVNMZP,8,0,512,0,https://www.flipkart.com/asus-zenbook-14-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-ux425ja-bm076ts-thin-light-laptop/p/itm5a2b4a7d562ff?pid=COMFTBYVCKJVNMZP&lid=LSTCOMFTBYVCKJVNMZPPEKSKV&marketplace=FLIPKART&srno=b_25_583&otracker=browse&fm=organic&iid=32994564-238f-4223-9cec-676100e8cd6f.COMFTBYVCKJVNMZP.SEARCH&ssid=z4m5hxh8cw0000001603039828576,81324,10,18/10
1897,Asus Core i3 8th Gen - (4 GB/1 TB HDD/Windows 10 Home) X543UA-DM841T Laptop,COMFSKF9WKEYHYFU,4,1,0,0,https://www.flipkart.com/asus-core-i3-8th-gen-4-gb-1-tb-hdd-windows-10-home-x543ua-dm841t-laptop/p/itmcfcee6fb3d989?pid=COMFSKF9WKEYHYFU&lid=LSTCOMFSKF9WKEYHYFU3QXLMI&marketplace=FLIPKART&srno=b_25_584&otracker=browse&fm=organic&iid=32994564-238f-4223-9cec-676100e8cd6f.COMFSKF9WKEYHYFU.SEARCH&ssid=z4m5hxh8cw0000001603039828576,33999,0,18/10
1898,HP 14s Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) 14s-cf3047TU Thin and Light Laptop,COMFRH6ZTRTQETDV,4,0,256,0,https://www.flipkart.com/hp-14s-core-i3-10th-gen-4-gb-256-gb-ssd-windows-10-home-14s-cf3047tu-thin-light-laptop/p/itm07bd49805407d?pid=COMFRH6ZTRTQETDV&lid=LSTCOMFRH6ZTRTQETDVED9W17&marketplace=FLIPKART&srno=b_25_585&otracker=browse&fm=organic&iid=32994564-238f-4223-9cec-676100e8cd6f.COMFRH6ZTRTQETDV.SEARCH&ssid=z4m5hxh8cw0000001603039828576,37490,10,18/10
1899,Acer One 14 Pentium Dual Core - (4 GB/1 TB HDD/Windows 10 Home) Z2-485 Thin and Light Laptop,COMFTC5JFCGEARUR,4,1,0,0,https://www.flipkart.com/acer-one-14-pentium-dual-core-4-gb-1-tb-hdd-windows-10-home-z2-485-thin-light-laptop/p/itm6113d2899da66?pid=COMFTC5JFCGEARUR&lid=LSTCOMFTC5JFCGEARUR7INRKE&marketplace=FLIPKART&srno=b_25_586&otracker=browse&fm=organic&iid=32994564-238f-4223-9cec-676100e8cd6f.COMFTC5JFCGEARUR.SEARCH&ssid=z4m5hxh8cw0000001603039828576,27420,10,18/10
1900,Asus ZenBook 13 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX331FAL-EG003T Thin and Light Lap...,COMFGH6RRSSQYK3W,8,0,512,0,https://www.flipkart.com/asus-zenbook-13-core-i5-8th-gen-8-gb-512-gb-ssd-windows-10-home-ux331fal-eg003t-thin-light-laptop/p/itmfgh6rgyrrghfu?pid=COMFGH6RRSSQYK3W&lid=LSTCOMFGH6RRSSQYK3WQ1143O&marketplace=FLIPKART&srno=b_25_587&otracker=browse&fm=organic&iid=32994564-238f-4223-9cec-676100e8cd6f.COMFGH6RRSSQYK3W.SEARCH&ssid=z4m5hxh8cw0000001603039828576,62990,10,18/10
1901,Lenovo Ideapad 3 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 15IML05 Laptop,COMFS9YWKSHZG4E2,8,1,0,2,https://www.flipkart.com/lenovo-ideapad-3-core-i5-10th-gen-8-gb-1-tb-hdd-windows-10-home-2-gb-graphics-15iml05-laptop/p/itme6cf03f26ab08?pid=COMFS9YWKSHZG4E2&lid=LSTCOMFS9YWKSHZG4E2AHMBCZ&marketplace=FLIPKART&srno=b_25_588&otracker=browse&fm=organic&iid=32994564-238f-4223-9cec-676100e8cd6f.COMFS9YWKSHZG4E2.SEARCH&ssid=z4m5hxh8cw0000001603039828576,56990,10,18/10
1902,Acer NITRO 5 Core i7 9th Gen - (8 GB/2 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Geforce ...,COMFHNY8HKPEB4W2,8,2,256,6,https://www.flipkart.com/acer-nitro-5-core-i7-9th-gen-8-gb-2-tb-hdd-256-gb-ssd-windows-10-home-6-graphics-nvidia-geforce-gtx-1660ti-an517-51-gaming-laptop/p/itmfhny8dnkhj757?pid=COMFHNY8HKPEB4W2&lid=LSTCOMFHNY8HKPEB4W2LUMVD3&marketplace=FLIPKART&srno=b_25_589&otracker=browse&fm=organic&iid=32994564-238f-4223-9cec-676100e8cd6f.COMFHNY8HKPEB4W2.SEARCH&ssid=z4m5hxh8cw0000001603039828576,90990,10,18/10
1903,MSI GF Core i5 9th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX 1050 Ti) GF63...,COMFGJ4HHX88YGV5,8,1,0,4,https://www.flipkart.com/msi-gf-core-i5-9th-gen-8-gb-1-tb-hdd-windows-10-home-4-gb-graphics-nvidia-geforce-gtx-1050-ti-gf63-thin-9rcx-648in-gaming-laptop/p/itmfgj4haenzmatt?pid=COMFGJ4HHX88YGV5&lid=LSTCOMFGJ4HHX88YGV5U3YCU8&marketplace=FLIPKART&srno=b_25_590&otracker=browse&fm=organic&iid=32994564-238f-4223-9cec-676100e8cd6f.COMFGJ4HHX88YGV5.SEARCH&ssid=z4m5hxh8cw0000001603039828576,56990,10,18/10
1904,MSI Prestige 14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Prestige 14 A10RB-0...,COMFHV33CKVZNQPV,8,0,512,2,https://www.flipkart.com/msi-prestige-14-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-2-graphics-a10rb-031in-thin-light-laptop/p/itmc6f1744ec0559?pid=COMFHV33CKVZNQPV&lid=LSTCOMFHV33CKVZNQPVHFHFQC&marketplace=FLIPKART&srno=b_25_591&otracker=browse&fm=organic&iid=32994564-238f-4223-9cec-676100e8cd6f.COMFHV33CKVZNQPV.SEARCH&ssid=z4m5hxh8cw0000001603039828576,79990,10,18/10
1905,Acer Nitro 5 Ryzen 5 Quad Core 3550H - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX...,COMFZX8YTTNPUBAR,8,1,0,4,https://www.flipkart.com/acer-nitro-5-ryzen-quad-core-3550h-8-gb-1-tb-hdd-windows-10-home-4-gb-graphics-nvidia-geforce-gtx-1650-an515-43-r3ju-gaming-laptop/p/itm1b19c5f40d987?pid=COMFZX8YTTNPUBAR&lid=LSTCOMFZX8YTTNPUBAR2SSTLL&marketplace=FLIPKART&srno=b_25_592&otracker=browse&fm=organic&iid=32994564-238f-4223-9cec-676100e8cd6f.COMFZX8YTTNPUBAR.SEARCH&ssid=z4m5hxh8cw0000001603039828576,54990,10,18/10
1906,Dell Vostro 3000 Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) 3490 Thin and Light Laptop,COMFR2Y3G7UZHG4Q,4,1,0,0,https://www.flipkart.com/dell-vostro-3000-core-i3-10th-gen-4-gb-1-tb-hdd-windows-10-home-3490-thin-light-laptop/p/itmc6165d65b832e?pid=COMFR2Y3G7UZHG4Q&lid=LSTCOMFR2Y3G7UZHG4QSQFOYK&marketplace=FLIPKART&srno=b_25_593&otracker=browse&fm=organic&iid=32994564-238f-4223-9cec-676100e8cd6f.COMFR2Y3G7UZHG4Q.SEARCH&ssid=z4m5hxh8cw0000001603039828576,36336,10,18/10
1907,Asus ZenBook Pro Duo Core i9 9th Gen - (32 GB/1 TB SSD/Windows 10 Home/6 GB Graphics) UX581GV-H9201T L...,COMFHFY9C7KXRFUY,32,0,1,6,https://www.flipkart.com/asus-zenbook-pro-duo-core-i9-9th-gen-32-gb-1-tb-ssd-windows-10-home-6-gb-graphics-ux581gv-h9201t-laptop/p/itm9980944520074?pid=COMFHFY9C7KXRFUY&lid=LSTCOMFHFY9C7KXRFUYNY5YUA&marketplace=FLIPKART&srno=b_25_594&otracker=browse&fm=organic&iid=32994564-238f-4223-9cec-676100e8cd6f.COMFHFY9C7KXRFUY.SEARCH&ssid=z4m5hxh8cw0000001603039828576,264990,10,18/10
1908,Lenovo Thinkpad Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Pro) L14 Thin and Light Laptop,COMFWBZWFHZ3PPQG,16,0,512,0,https://www.flipkart.com/lenovo-thinkpad-core-i7-10th-gen-16-gb-512-gb-ssd-windows-10-pro-l14-thin-light-laptop/p/itmc35d52d10fa03?pid=COMFWBZWFHZ3PPQG&lid=LSTCOMFWBZWFHZ3PPQGJ0UDMQ&marketplace=FLIPKART&srno=b_25_595&otracker=browse&fm=organic&iid=32994564-238f-4223-9cec-676100e8cd6f.COMFWBZWFHZ3PPQG.SEARCH&ssid=z4m5hxh8cw0000001603039828576,98990,10,18/10
1909,Lenovo ThinkPad E14 Core i3 10th Gen - (4 GB/500 GB HDD/Windows 10 Home) E14 Thin and Light Laptop,COMFU2JFA8AFKRJV,4,500,0,0,https://www.flipkart.com/lenovo-thinkpad-e14-core-i3-10th-gen-4-gb-500-gb-hdd-windows-10-home-thin-light-laptop/p/itm03e986e22b080?pid=COMFU2JFA8AFKRJV&lid=LSTCOMFU2JFA8AFKRJVGSZRPG&marketplace=FLIPKART&srno=b_25_596&otracker=browse&fm=organic&iid=32994564-238f-4223-9cec-676100e8cd6f.COMFU2JFA8AFKRJV.SEARCH&ssid=z4m5hxh8cw0000001603039828576,48990,10,18/10
1910,HP Pavilion x360 Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 14-dh0045TX 2 in 1...,COMFH3X6VTDWADAM,16,0,512,2,https://www.flipkart.com/hp-pavilion-x360-core-i7-8th-gen-16-gb-512-gb-ssd-windows-10-home-2-graphics-14-dh0045tx-2-1-laptop/p/itmfh3x6hbyajamy?pid=COMFH3X6VTDWADAM&lid=LSTCOMFH3X6VTDWADAM9PMS2L&marketplace=FLIPKART&srno=b_25_597&otracker=browse&fm=organic&iid=32994564-238f-4223-9cec-676100e8cd6f.COMFH3X6VTDWADAM.SEARCH&ssid=z4m5hxh8cw0000001603039828576,91990,10,18/10
1911,Lenovo Core i5 10th Gen - (4 GB/256 GB SSD/Windows 10 Pro) V14 Thin and Light Laptop,COMFW2PJ2AZBQFKX,4,0,256,0,https://www.flipkart.com/lenovo-core-i5-10th-gen-4-gb-256-gb-ssd-windows-10-pro-v14-thin-light-laptop/p/itmcdc6e9448859a?pid=COMFW2PJ2AZBQFKX&lid=LSTCOMFW2PJ2AZBQFKXMRS5WC&marketplace=FLIPKART&srno=b_25_598&otracker=browse&fm=organic&iid=32994564-238f-4223-9cec-676100e8cd6f.COMFW2PJ2AZBQFKX.SEARCH&ssid=z4m5hxh8cw0000001603039828576,59500,10,18/10
1912,Asus VivoBook S14 Core i3 8th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) S410UA-EB797T Laptop,COMF7YZ8SVZ7RNNB,8,1,256,0,https://www.flipkart.com/asus-vivobook-s14-core-i3-8th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-s410ua-eb797t-laptop/p/itmf7yz8crrwmgm7?pid=COMF7YZ8SVZ7RNNB&lid=LSTCOMF7YZ8SVZ7RNNB9PTEOO&marketplace=FLIPKART&srno=b_25_599&otracker=browse&fm=organic&iid=32994564-238f-4223-9cec-676100e8cd6f.COMF7YZ8SVZ7RNNB.SEARCH&ssid=z4m5hxh8cw0000001603039828576,46990,10,18/10
1913,Lenovo Core i5 10th Gen - (8 GB/256 GB SSD/Windows 10 Pro) ThinkBook 14 Thin and Light Laptop,COMFVQJCY7VZH6ZP,8,0,256,0,https://www.flipkart.com/lenovo-core-i5-10th-gen-8-gb-256-gb-ssd-windows-10-pro-thinkbook-14-thin-light-laptop/p/itm27f8d3ee59203?pid=COMFVQJCY7VZH6ZP&lid=LSTCOMFVQJCY7VZH6ZPEFT0N3&marketplace=FLIPKART&srno=b_25_600&otracker=browse&fm=organic&iid=32994564-238f-4223-9cec-676100e8cd6f.COMFVQJCY7VZH6ZP.SEARCH&ssid=z4m5hxh8cw0000001603039828576,74900,10,18/10
1914,Acer Predator Helios 300 Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/N...,COMFR6AAEYT9K4FW,16,1,256,6,https://www.flipkart.com/acer-predator-helios-300-core-i7-10th-gen-16-gb-1-tb-hdd-256-gb-ssd-windows-10-home-6-graphics-nvidia-geforce-rtx-2060-144-hz-ph315-53-72e9-gaming-laptop/p/itmd5ac4f3bc76ae?pid=COMFR6AAEYT9K4FW&lid=LSTCOMFR6AAEYT9K4FWJ4NQRM&marketplace=FLIPKART&srno=b_1_4&otracker=browse&fm=organic&iid=0189bc6d-9604-4f11-8e8e-b2f557cefd65.COMFR6AAEYT9K4FW.SEARCH&ssid=jaoguw29n40000001603093631388,99990,10,19/10
1915,Dell Vostro Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) Vostro 3491 Thin and Light L...,COMFTZ8FD2UNBYFM,8,1,256,0,https://www.flipkart.com/dell-vostro-core-i5-10th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-3491-thin-light-laptop/p/itm721e6f9620f92?pid=COMFTZ8FD2UNBYFM&lid=LSTCOMFTZ8FD2UNBYFMC9F7C4&marketplace=FLIPKART&spotlightTagId=BestsellerId_6bo%2Fb5g&srno=b_1_5&otracker=browse&fm=organic&iid=0189bc6d-9604-4f11-8e8e-b2f557cefd65.COMFTZ8FD2UNBYFM.SEARCH&ssid=jaoguw29n40000001603093631388,49990,10,19/10
1916,Apple MacBook Air Core i5 5th Gen - (8 GB/128 GB SSD/Mac OS Sierra) MQD32HN/A A1466,COMEVCPQBXBDFJ8C,8,0,128,0,https://www.flipkart.com/apple-macbook-air-core-i5-5th-gen-8-gb-128-gb-ssd-mac-os-sierra-mqd32hn-a-a1466/p/itmevcpqqhf6azn3?pid=COMEVCPQBXBDFJ8C&lid=LSTCOMEVCPQBXBDFJ8C4V6AHG&marketplace=FLIPKART&srno=b_1_6&otracker=browse&fm=organic&iid=0189bc6d-9604-4f11-8e8e-b2f557cefd65.COMEVCPQBXBDFJ8C.SEARCH&ssid=jaoguw29n40000001603093631388,59990,10,19/10
1917,HP 14s Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) 14s-cf3074TU Thin and Light Laptop,COMFU3NRNWRZZ7SZ,8,0,256,0,https://www.flipkart.com/hp-14s-core-i3-10th-gen-8-gb-256-gb-ssd-windows-10-home-14s-cf3074tu-thin-light-laptop/p/itm2d6c5477c8512?pid=COMFU3NRNWRZZ7SZ&lid=LSTCOMFU3NRNWRZZ7SZRF4PTK&marketplace=FLIPKART&srno=b_1_7&otracker=browse&fm=organic&iid=0189bc6d-9604-4f11-8e8e-b2f557cefd65.COMFU3NRNWRZZ7SZ.SEARCH&ssid=jaoguw29n40000001603093631388,35990,10,19/10
1918,Lenovo Ideapad L340 Core i5 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA G...,COMFTPG2ZHUESNYG,8,1,256,4,https://www.flipkart.com/lenovo-ideapad-l340-core-i5-9th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-60-hz-l340-15irh-gaming-laptop/p/itmbc82c55a314fb?pid=COMFTPG2ZHUESNYG&lid=LSTCOMFTPG2ZHUESNYGM1VZN1&marketplace=FLIPKART&srno=b_1_9&otracker=browse&fm=organic&iid=0189bc6d-9604-4f11-8e8e-b2f557cefd65.COMFTPG2ZHUESNYG.SEARCH&ssid=jaoguw29n40000001603093631388,55990,10,19/10
1919,Asus VivoBook 15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) X509JA-BQ844T Laptop,COMFUXRE73QAZPFM,8,0,512,0,https://www.flipkart.com/asus-vivobook-15-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-x509ja-bq844t-laptop/p/itm8b8cef6dc8250?pid=COMFUXRE73QAZPFM&lid=LSTCOMFUXRE73QAZPFMW7YIA1&marketplace=FLIPKART&srno=b_1_10&otracker=browse&fm=organic&iid=0189bc6d-9604-4f11-8e8e-b2f557cefd65.COMFUXRE73QAZPFM.SEARCH&ssid=jaoguw29n40000001603093631388,45990,10,19/10
1920,Lenovo Ideapad L340 Core i7 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA G...,COMFTPG2GWDDFAEA,8,1,256,4,https://www.flipkart.com/lenovo-ideapad-l340-core-i7-9th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-60-hz-l340-15irh-gaming-laptop/p/itma578624715559?pid=COMFTPG2GWDDFAEA&lid=LSTCOMFTPG2GWDDFAEA1AYPGH&marketplace=FLIPKART&srno=b_1_11&otracker=browse&fm=organic&iid=0189bc6d-9604-4f11-8e8e-b2f557cefd65.COMFTPG2GWDDFAEA.SEARCH&ssid=jaoguw29n40000001603093631388,65990,10,19/10
