,Name,Laptop ID,Price,Date
1067,"HP Notebook PC 340S G7 14-inch Laptop (10th Gen Core i5-1035U/8GB/512GB SSD/Windows 10 Pro/Intel UHD  Graphics), Ash Silver + Microsoft 365 Personal-One Year Subscription",B08M6PTK9W,71689,13/11
1068,"LG Gram 10th Gen Intel Core i5-1035G7 14-inch IPS Full HD (1920X1080) Thin and Light Laptop (8GB/256GB SSD/Windows 10 64-bit/Dark Silver/999gms), 14Z90N + Microsoft 365 Personal-One Year Subscription",B08M6PT8Z4,67689,13/11
1069,Dell Inspiron 5406 2in1 14inch FHD Touch Laptop (i5-1135G7/8GB/512Gb SSD/Integrated Graphics/Win 10 + MS Office/Titan Grey) D560367WIN9S,B08M61GDYJ,74690,13/11
1070,"ASUS ROG Zephyrus G14, 14"" QHD, Ryzen 9 4900HS, RTX 2060 Max Q 6GB GDDR6 Graphics, Gaming Laptop (32GB/1TB SSD/MS Office 2019/Windows 10/Eclipse Gray with Anime Matrix/1.7 Kg), GA401IV-HA112TS",B08M4STD3X,169980,13/11
1071,"Acer Swift 3 14"" Full HD IPS Display Ultra Thin and Light Notebook (Intel i5 - 11th Gen/16 GB Ram+ 32GB Optane/512GB SSD/Win10/MSO/4 GB Intel Iris X Max Graphics/Safari Gold), SF314-59",B08M4179B6,79990,13/11
1072,(Renewed) HP ProBook 430 G3 13.3 inch Laptop (Core i5 6th Gen/8 GB RAM/500 GB HDD/Windows 10 Pro/MS Office/HD Display/Integrated Graphics),B08M3SY1YH,36999,13/11
1073,Acer One 14 Z2-485(i3-8130U 8th Generation/4 GB/1 TB HDD/Linux/ Optical Drive/14 inch/Silver/1.8 kg/3 Year Warranty),B08M3GDMGP,33699,13/11
1074,"ASUS ROG Zephyrus M15 (2020), 15.6"" FHD 240Hz/3ms, Intel Core i7-10750H 10th Gen, GTX 1660 Ti GDDR6 6GB Graphics, Gaming Laptop (16GB RAM/1TB NVMe SSD/Windows 10/Prism Gray/1.9 Kg), GU502LU-AZ108TS",B08LZJ7P4D,149000,13/11
1075,"Dell Vostro 14 3491 Laptop (Core i3 10th Gen/4 GB/1 TB /Windows 10/MS Office/Integrated Graphics) 14 inch, Black",B08LSKWBFX,40499,13/11
1076,"(Renewed) DELL Inspiron 7391 13.3-inch Laptop (10th Gen Core i5-10210U/8GB/512GB SSD/Windows 10/Intel HD Graphics), Black",B08LQLGPPN,78990,13/11
1077,(Renewed) Dell Lattitude E5270 -12.5 inch HD Laptop-Core I5 6th Gen-8 GB DDR4 RAM-1TB -Win 10 Pro/MS Office-19,B08LPW7C8Q,34999,13/11
1078,"Lenovo IdeaPad S540 8th Gen Intel Core i5 15.6-inch Full HD IPS Thin and Light Laptop (8GB/1TB HDD + 128GB SSD/Windows 10/MS Office 2019/NVIDIA MX250 2GB GDDR5 Graphics/Mineral Grey/1.8Kg), 81NE0029IN",B08LKNM57D,64990,13/11
1079,Dell Latitude 3410 || 10th Generation Intel Core i7- 10510U || 8GB || 1TB HDD || Fingerprint Reader in Power Button || 3 Years Warranty ADP + NBD,B08LKGTT23,92000,13/11
1080,"(Renewed) Dell Inspiron 15 5558 Laptop (Core i7 5th Gen/ 8GB/ 1TB/ 4GB/ WIN 10/ 15.6"" FHD)",B08LH59LGJ,45000,13/11
1081,"(Renewed) DELL Inspiron 3593 15.6-inch Laptop (10th Gen Ci5-1035G1/4GB/512GB SSD/Windows 10/Intel HD Graphics), Platinum Silver",B08LD2VBYX,65500,13/11
1082,"HP 14-ck0159tu Laptop Intel Core i3-8130U 8th Gen/4 GB/1 TB HDD/ Windows 10 - MS Office, Intel UHD 620 Graphics/ 14 inch",B08LD153B4,43500,13/11
1083,"(Renewed) HP Pavilion x360 core i5 10th Gen 14 inch FHD Touchscreen Laptop with Alexa Built-in (8GB/512GB SSD/Windows 10/MS Office 2019/Finger Print Reader/4G LTE/Natural Silver/1.61kg), 14-dw0069tu",B08LC9RH7W,66990,13/11
1084,(Renewed) HP Omen 17-an010TX 2017 Newest 17.3-Inch Full HD High-Performance Gaming Laptop (7th Gen Intel i7/1TB HDD/16GB RAM/NVIDIA GTX 1070 6GB/Win10),B08LB8D1BH,108990,13/11
1085,"Toshiba TECRA C50-E-I0116 (i3 8th Gen/4GB/1TB/15.6""HD Anti-Glare/Non OS/ 8*Hrs Battery Backup/ 1 Year Warranty",B08L9D2MFF,37500,13/11
1086,"Toshiba TECRA C50-E-I2117 (i3 8th Gen/4GB/1TB/15.6""HD Anti-Glare/Windows 10 SL/ 8*Hrs Battery Backup/ 1 Year Warranty",B08L9CCTFW,42500,13/11
1087,"(Renewed) Dell Latitude E5570 15-inch Laptop (Core I7 6th Gen/8 GB/256 GB SSD/Windows 10/MS Office Pro 2019/AMD Graphics), Black",B08L7Q384C,61999,13/11
1088,(Renewed) Dell G7 15 Gaming 7590 Laptop Intel Core 9th Generation i7-9750H/15.6inch FHD/1TB + 256 GB SSD/16GB/8GB Nvidia Graphics/Win 10 Home SL/Abyss Grey - LCD Back Cover Non-Touch Screen,B08L6RLB5N,120490,13/11
1089,(Renewed) Dell Inspiron 13 5000 5368 2-in-1 Laptop Intel Core 6th Generation i3-6100U/13.3inch FHD Touch/1TB/4GB/Intel UHD Graphics/Win 10 Home SL/EraGray - LCD Back Cover,B08L6RDXQN,37490,13/11
1090,(Renewed) Delll Vostro 15 3000 3590 Laptop Intel Core 10th Generation i5-10210U/15.6 inch FHD/1TB/8GB/Intel UHD Graphics/Win 10 Home SL/Black - LCD Back Cover Non-Touch Screen,B08L6QPJLK,51990,13/11
1091,(Renewed) Dell Inspiron 15 3000 3584 Laptop Intel Core 7th Generation i3-7020U/15.6 inch HD/1TB/4GB/Intel UHD Graphics/Win 10 Home SL/Platinum Silver - LCD Back Cover,B08L6QGDQM,37990,13/11
1092,(Renewed) Dell G7 15 Gaming 7588 Laptop Intel Core 8th Generation i9-8950HK/15.6 inch FHD/1TB + 128GB SSD/16GB/6GB Nvidia Graphics/Win 10 Home SL/Licorice Black - LCD Back Cover,B08L6QCR9X,111490,13/11
1093,(Renewed) Dell Vostro 15 3000 3590 Laptop Intel Core 10th Generation i3-10110U/15.6 inch FHD/1TB/4GB/Intel UHD Graphics/Win 10 Home SL/Black - LCD Back Cover Non-Touch Screen,B08L6Q83YJ,35490,13/11
1094,(Renewed) Dell Vostro 15 3000 3590 Laptop Intel Core 10th Generation i3-10110U/15.6 inch FHD/256GB SSD/4GB/Intel UHD Graphics/Win 10 Home SL/Black - LCD Back Cover Non-Touch Screen,B08L6Q1VP9,36990,13/11
1095,(Renewed) Dell Inspiron 13 7000 7373 2-in-1 Laptop Intel Core 8th Generation i7-8550U/13.3 inch FHD Touch/512GB SSD/16GB/Intel UHD Graphics/Win 10 Home SL/EraGray - LCD Back Cover Touch Screen,B08L6Q1969,92990,13/11
1096,(Renewed) Dell G7 15 Gaming 7588 Laptop Intel Core 8th Generation i7-8750H/15.6 inch FHD/1TB + 128GB SSD/16GB/6GB Nvidia Graphics/Win 10 Home SL/Licorice Black - LCD Back Cover,B08L6PXD4Q,110990,13/11
1097,(Renewed) Dell Inspiron 15 5000 5559 Laptop Intel Core 6th Generation i5-6200U/15.6 inch HD/1TB/8GB/2GB Radeon Graphics/Win 10 Home SL/Red matte - LCD Back Cover,B08L6P2N81,43990,13/11
1098,(Renewed) Dell Inspiron 13 5000 5379 2-in-1 Laptop Intel Core 8th Generation i5-8250U/13.3-inch FHD Touch/1TB/8GB/Intel UHD Graphics/Win 10 Home SL/EraGray - LCD Back Cover,B08L6JTY94,57490,13/11
1099,"(Renewed) AVITA ADMIROR NS14A5INR561-DP 14-inch Laptop (Intel Core i7-8565U/8GB/512GB SSD/Windows 10 Home/Integrated Graphics), Delight Pink",B08L6DBNR8,59990,13/11
1100,Dynabook Tecra A40-E-X3303 Laptops (Intel® Core ™ i5 8th Gen/ 8GB/512GB SSD/Windows 10 Pro 64 bit/ 1.47Kg) 3 Years Warranty,B08L6831D8,83999,13/11
1101,"Dynabook Tecra A40-E-X2313 Laptops (Intel® Core™ i5/ 8GB/ 512GB/ 14"" FHD/Windows 10 SL/ 1.47Kg)/ 3 Years Warranty",B08L67KJP5,79999,13/11
1102,Dynabook Portege X30L-G-Y3303 Laptops (Intel® Core™ i7-10510U/ 16GB/1 TB SSD +32 GB Optane/13.3 FHD/Windows 10 pro/ 870gm) / 3 Years Warranty,B08L66RGZV,147000,13/11
1103,"Lenovo Legion 5i 10th Gen Intel i5 15.6"" FHD IPS Gaming Laptop (8GB/512GB SSD/Win10/120 Hz/NVIDIA GTX 1650 4GB GDDR6 Graphics/2.3Kg) 82AU00KLIN +Legion Headset +M300 Gaming Mouse upto 8K DPI/16.8M RGB",B08L5W7G3S,73088,13/11
1104,(Renewed) Dell Inspiron 3567 Laptop Core i3-7th/6GB/1TB/15.6''/WIN 10 HOME,B08L56BF77,37490,13/11
1105,"(Renewed) Dell Inspiron 15 5558 Laptop (Core i5 5th Gen/ 8GB/ 1TB/ 4GB/ WIN 10/ 15.6"" FHD)",B08L567SRC,45990,13/11
1106,(Renewed) Dell Inspiron 5577 Laptop Core i5-7th/8GB/256GB SSD/4GB/15.6''/WIN-10 HOME,B08L5543JY,62500,13/11
1107,"AVITA LIBER V14 NS14A8INW561-AGA 14-inch Laptop (AMD R7-3700U/8GB/512GB SSD/FHD/Windows 10 Home/Intel UHD Graphics 620/ 1.25KG), Anchor Grey + Microsoft 365 Personal-One Year Subscription",B08L3RQ3T3,41689,13/11
1108,"(Renewed) Acer Nitro 7 Intel Core i5-9300H Processor 15.6-inch Thin & Light Gaming 1920 X 1080 Laptop (8 GB RAM/ 1 TB SSD/ Win 10 / 4 GB NVIDIA GeForce GTX 1650/Obsidian Black/ 2.5 kgs), AN715-51",B08L3G9536,59490,13/11
1109,"(Renewed) Lenovo Ideapad 100-15IBD Laptop (Core i5 5th Gen/ 4GB/ 1TB/ 2GB/ WIN 10/ 15.6"")",B08KW7QJXL,54780,13/11
1110,"(Renewed) Fujitsu LifeBook A514 Laptop (Core i3 4th Gen/ 8GB/ 500GB/ INT/ WIN 10 PRO/15.6"")",B08KW7MQZ7,34100,13/11
1111,(Renewed) Lenovo G400S Laptop (Core i5 3rd Gen/ 4GB/ 500GB/ INT/ WIN 8.1/ 14'' TOUCH),B08KW7L1R6,32900,13/11
1112,"(Renewed) Dell Inspiron 15 3543 Laptop (Core i5 5th Gen/ 4GB/ 500GB/ 2GB/ WIN 10/ 15.6"")",B08KW5WF8H,43990,13/11
1113,(Renewed) Dell Vostro 14 3458 Laptop (Core i3 5th Gen/ 4GB/ 500GB/ INT/ WIN 10/ 14''),B08KW5FCKX,43780,13/11
1114,"(Renewed) Dell Inspiron 13 7348 Laptop (Core i5 5th Gen/ 8GB/ 500GB/ INT/ WIN 10/ 13.3"" TOUCH)",B08KW4ZRR6,80490,13/11
1115,"(Renewed) Dell Inspiron 15 7537 Laptop (Core i5 4th Gen/ 6GB/ 1TB/ 2GB/ WIN 10/ 15.6"" TOUCH)",B08KW4ZM51,46490,13/11
1116,(Renewed) Lenovo V130-14IKB Laptop (Core i3 7th Gen/ 4GB/ 1TB/ INT/ WIN 10/ 14''),B08KW4X7GC,56100,13/11
1117,"(Renewed) Dell Inspiron 15 5558 Laptop (Core i3 4th Gen/ 4GB/ 500GB/ 2GB/ WIN 10/ 15.6"" FHD)",B08KW3MMND,40600,13/11
1118,"(Renewed) Dell Inspiron 15 3543 Laptop (Core i5 5th Gen/ 4GB/ 500GB/ 2GB/ WIN 10/ 15.6"")",B08KW2YZSF,54780,13/11
1119,"(Renewed) Dell Inspiron 15 3558 Laptop (Core i5 5th Gen/ 4GB/ 1TB/ 2GB/ WIN 10/ 15.6"")",B08KW2JNHQ,54780,13/11
1120,(Renewed) HP NoteBook 15-R063TU Laptop (Core i3 4th Gen/ 4GB/ 500GB/ INT/ WIN 8.1/ 15.6''),B08KW2BXJ5,34100,13/11
1121,(Renewed) Dell Vostro 15 3546 Laptop (Core i3 4th Gen/ 4GB/ 500GB/ 2GB/ UBUNTU/ 15.6-INCH/ NON-TOUCH),B08KW1T2F1,40490,13/11
1122,"(Renewed) Dell Inspiron 13 7359 Laptop (Core i5 6th Gen/ 8GB/ 500GB/ INT/ WIN 10/ 13.3"" TOUCH)",B08KVZHJH1,63250,13/11
1123,"(Renewed) AVITA LIBER NS13A1IN018P 13.3-inch Laptop (Core i5-7Y54/8GB/512SSD/Windows 10 Home/Integrated Graphics), Pearl White",B08KTWBWPT,42820,13/11
1124,Intel Core I7/16GB Ram/120GB SSD / 2TB Hard Disk Drive /2Gb Graphic Card with WiFi,B08KTTYQNN,26999,13/11
1125,"(Renewed) Lenovo Thin & Light Thinkpad Laptop T460s Intel Core i5 - 6300u Processor, 32 GB Ram & 512 GB SSD, Win 10 14 inches Ultra Thin & Light Notebook Computer",B08KTN6B35,76490,13/11
1126,"(Renewed) Lenovo Thin & Light Thinkpad Laptop T470s Intel Core i5 - 6300u Processor, 20 GB Ram & 256 GB SSD, Win 10 14 inches Ultra Thin & Light Notebook Computer",B08KTMZ4KD,64790,13/11
1127,"(Renewed) Lenovo Thin & Light Thinkpad Laptop T470s Intel Core i5 - 6300u Processor, 36 GB Ram & 256 GB SSD, Win 10 14 inches Ultra Thin & Light Notebook Computer",B08KTMNVB5,76790,13/11
1128,"(Renewed) Lenovo Thin & Light Thinkpad Laptop T460s Intel Core i5 - 6300u Processor, 36 GB Ram & 512 GB SSD, Win 10 14 inches Ultra Thin & Light Notebook Computer",B08KTMJBJZ,79490,13/11
1129,"(Renewed) Lenovo Thin & Light Thinkpad Laptop T460s Intel Core i5 - 6300u Processor, 32 GB Ram & 256 GB SSD, Win 10 14 inches Ultra Thin & Light Notebook Computer",B08KTM3JZX,70790,13/11
1130,"(Renewed) Lenovo Thin & Light Thinkpad Laptop T470s Intel Core i5 - 6300u Processor, 16 GB Ram & 256 GB SSD, Win 10 14 inches Ultra Thin & Light Notebook Computer",B08KTM17TD,61790,13/11
1131,"(Renewed) Lenovo Thin & Light Thinkpad Laptop T460s Intel Core i5 - 6300u Processor, 36 GB Ram & 256 GB SSD, Win 10 14 inches Ultra Thin & Light Notebook Computer",B08KTLT1V4,73790,13/11
1132,"(Renewed) Lenovo Thin & Light Thinkpad Laptop T460s Intel Core i5 - 6300u Processor, 20 GB Ram & 512 GB SSD, Win 10 14 inches Ultra Thin & Light Notebook Computer",B08KTLPVJF,67490,13/11
1133,"(Renewed) Lenovo Thin & Light Thinkpad Laptop T460s Intel Core i5 - 6300u Processor, 16 GB Ram & 256 GB SSD, Win 10 14 inches Ultra Thin & Light Notebook Computer",B08KTLMRQS,58790,13/11
1134,"(Renewed) Lenovo Thin & Light Thinkpad Laptop T470s Intel Core i5 - 6300u Processor, 20 GB Ram & 512 GB SSD, Win 10 14 inches Ultra Thin & Light Notebook Computer",B08KTLLFXJ,67490,13/11
1135,"(Renewed) Lenovo Thin & Light Thinkpad Laptop T470s Intel Core i5 - 6300u Processor, 36 GB Ram & 512 GB SSD, Win 10 14 inches Ultra Thin & Light Notebook Computer",B08KTLJ6Y7,79490,13/11
1136,"(Renewed) Lenovo Thin & Light Thinkpad Laptop T460s Intel Core i5 - 6300u Processor, 36 GB Ram & 128 GB SSD, Win 10 14 inches Ultra Thin & Light Notebook Computer",B08KTLHSZC,72790,13/11
1137,"(Renewed) Lenovo Thin & Light Thinkpad Laptop T470s Intel Core i5 - 6300u Processor, 32 GB Ram & 256 GB SSD, Win 10 14 inches Ultra Thin & Light Notebook Computer",B08KTL9LP5,73790,13/11
1138,"(Renewed) Lenovo Thin & Light Thinkpad Laptop T460s Intel Core i5 - 6300u Processor, 16 GB Ram & 128 GB SSD, Win 10 14 inches Ultra Thin & Light Notebook Computer",B08KTL77ML,57790,13/11
1139,"(Renewed) Lenovo Thin & Light Thinkpad Laptop T470s Intel Core i5 - 6300u Processor, 36 GB Ram & 128 GB SSD, Win 10 14 inches Ultra Thin & Light Notebook Computer",B08KTL6HMV,72790,13/11
1140,"(Renewed) Lenovo Thin & Light Thinkpad Laptop T470s Intel Core i5 - 6300u Processor, 20 GB Ram & 128 GB SSD, Win 10 14 inches Ultra Thin & Light Notebook Computer",B08KTKYGML,60790,13/11
1141,"(Renewed) Lenovo Thin & Light Thinkpad Laptop T470s Intel Core i5 - 6300u Processor, 32 GB Ram & 512 GB SSD, Win 10 14 inches Ultra Thin & Light Notebook Computer",B08KT7XCQ5,76490,13/11
1142,"(Renewed) Lenovo ThinkPad E14 Intel Core i5 10th Gen 14-inch Full HD Thin and Light Laptop (8GB RAM/ 256GB SSD/Windows 10 Home/Black/ 1.77 kg), 20RAS16200",B08KS8R1DC,52490,13/11
1143,(Renewed) Dell Vostro 15 3000 3590 15.6 Inch FHD Laptop ( 10th Gen i3-10110U/1 TB HDD + 256 SSD/4 GB RAM/Intel UHD Graphics /Win 10 Home/Black),B08KQJBZBD,45490,13/11
1144,(Renewed) Dell Vostro 15 3000 3590 15.6 Inch FHD Laptop ( 10th Gen i5-10210U/1 TB HDD/8 GB RAM/Intel UHD Graphics /Win 10 Home/Black),B08KQJ3LZJ,53990,13/11
1145,(Renewed) Dell Inspiron 15 7000 7591 15.6 Inch FHD Laptop ( 9th Gen i7-9750H/512 GB SSD/16GB RAM/NVIDIA Geforce GTX 1050 3 GB DDR5/Win 10 Home),B08KQJ1F6G,104490,13/11
1146,(Renewed) Dell Inspiron 13 5000 5390 13.3 Inch FHD Laptop ( 8th Gen i7-8565U/512 GB SSD/8 GB RAM/NVIDIA Geforce MX250 Graphics with 2 GB DDR5/Win 10 Home/Ice Lilac),B08KQHSG16,79990,13/11
1147,(Renewed) Dell Inspiron 15 5000 5570 15.6 Inch FHD Laptop ( 8th Gen i5-8250U/2 TB HDD/8 GB RAM/AMD Radeon 530 Graphics with 2 GB DDR5/Win 10 Home/Licorice Black),B08KQHQJVR,66990,13/11
1148,(Renewed) Dell G7 15 Gaming 7590 15.6 Inch FHD Laptop ( 9th Gen i7-9750H/512 GB SSD/16 GB RAM/NVIDIA Geforce GTX 1660Ti 6 GB DDR5/Win 10 Home/Abyss Grey),B08KQHKV4V,100490,13/11
1149,(Renewed) Dell Inspiron 15 5000 5570 15.6 Inch FHD Laptop ( 8th Gen i5-8250U/2 TB HDD/8 GB RAM/AMD Radeon 530 Graphics with 2 GB DDR5/Win 10 Home/Platinum Silver),B08KQHGZN3,66990,13/11
1150,(Renewed) Dell Alienware Area 51m 1700 17.3 Inch FHD Laptop ( 9th Gen i9-9900K/1 TB SSD/32 GB RAM/NVIDIA Geforce RTX 2080 8GB GDDR5 /Win 10 Home/Lunar Light),B08KQH42KL,274990,13/11
1151,(Renewed) Dell Inspiron 14 5000 5491 2-in-1 14 Inch FHD Laptop ( 10th Gen i3-10110U/1 TB HDD/4 GB RAM/Intel UHD Graphics/Win 10 Home/Platinum Silver),B08KQH33W4,50990,13/11
1152,(Renewed) Dell Inspiron 15 7000 7591 15.6 Inch FHD Laptop ( 9th Gen i5-9300H/512 GB SSD/8GB RAM/NVIDIA Geforce GTX 1050 3 GB DDR5/Win 10 Home),B08KQH1FS8,64990,13/11
1153,(Renewed) Dell Vostro 15 3000 3590 15.6 Inch FHD Laptop ( 10th Gen i3-10110U/1 TB HDD/4 GB RAM/Intel UHD Graphics /Win 10 Home/Black),B08KQGG8S9,35490,13/11
1154,(Renewed) Dell Inspiron 13 7000 7391 2-in-1 13.3 Inch FHD Laptop ( 10th Gen i7-10510U/512 GB SSD/16 GB RAM/Intel UHD Graphics/Win 10 Home/Black),B08KQGFVG2,110990,13/11
1155,(Renewed) Dell Inspiron 15 3000 3584 15.6 Inch FHD Laptop ( 7th Gen i3-7020U/1 TB HDD/4 GB RAM/AMD Radeon 520 Graphics with 2 GB DDR5/Win 10 Home/Platinum Silver),B08KQGCGZ8,38490,13/11
1156,(Renewed) Dell Inspiron 15 3000 3584 15.6 Inch FHD Laptop ( 7th Gen i3-7020U/1 TB HDD/4 GB RAM/Intel HD Graphics/Win 10 Home/Platinum Silver),B08KQG9MCG,38490,13/11
1157,(Renewed) Dell Inspiron 14 7000 7490 14 Inch FHD Laptop ( 10th Gen i5-10210U/512 GB SSD/8 GB RAM/NVIDIA Geforce MX250 Graphics with 2 GB DDR5/Win 10 Home/Silver),B08KQFC5S3,77490,13/11
1158,(Renewed) Dell Inspiron 14 5000 5490 14 Inch FHD Laptop ( 10th Gen i5-10210U/512 GB SSD/4 GB RAM/NVIDIA Geforce MX250 Graphics with 2 GB DDR5/Win 10 Home),B08KQDX39X,76490,13/11
1159,(Renewed) Dell Inspiron 15 7000 7567 15.6 Inch FHD Laptop ( 7th Gen i7-7700HQ/1 TB HDD + 128 GB SSD/16 GB RAM/NVIDIA Geforce GTX 1050Ti 4 GB DDR5/Win 10 Home/Black),B08KQ2TT6T,87990,13/11
1160,(Renewed) Dell G3 15 Gaming 3579 15.6 Inch FHD Laptop ( 8th Gen i5-8300H/1TB HDD + 128 GB SSD/8 GB RAM/NVDIA Geforce GTX 1050 Graphics with 4 GB GDDR5/Win 10 Home/Black),B08KQ1Z8T6,75490,13/11
1161,(Renewed) Dell Inspiron 13 5000 5390 13.3 Inch FHD Laptop ( 8th Gen i5-8265U/512 GB SSD/8 GB RAM/Intel UHD Graphics /Win 10 Home/Platinum Silver),B08KQ1NCKF,62490,13/11
1162,HP All in ONE CI3 9TH/8GB /1TB/20/W10 with 5YR,B08KM8Y948,45999,13/11
1163,"MSI GS66 Stealth, Intel 10th Gen. i7-10875H, 15.6"" FHD Gaming Laptop (16GB*2/1TB NVMe SSD/Windows 10 Home/Nvidia RTX 2070 Super Max-Q/ Black/2.1Kg), 10SFS-488IN",B08KG3CHVR,269990,13/11
1164,"(Renewed) HP Spectre x360 Core i5 10th Gen 13-inch FHD Touchscreen Laptop(8GB/512 GB SSD + 32 GB Intel Optane/Windows 10 Pro/MS Office 2019/Poseidon Blue/1.27 kg), 13-aw0211TU",B08K94GXMX,99114,13/11
1165,"(Renewed) Acer Nitro 5 Intel Core i5-9th Gen 17.3-inch Display 1920 x 1080 Gaming Laptop (8GB Ram/2TB HDD/Window 10 Home/6GB NVIDIA GeForce GTX 1660 Ti Graphics/Black/ ), AN517-51",B08K7LDGT2,78990,13/11
1166,"(Renewed) Dell XPS 7390 13.3-inch Laptop (10th Gen Core i5-10210U/8GB/512GB SSD/Window 10 + Microsoft Office/Integrated Graphics), White",B08K7FZL17,90490,13/11
1167,"(Renewed) DELL XPS 9380 13.3-inch Laptop (8th Gen Core i7-8565U/16GB/512GB SSD/Windows 10 Home/Intel HD Graphics), Gold",B08K49V1CV,124990,13/11
1168,"(Renewed) Dell Latitude Laptop 3340 Intel Core i5 - 4200m Processor, 4 GB Ram & 512 GB ssd, Win10, 14.1 Inches Notebook Computer",B08K2WTF5Z,35990,13/11
1169,"(Renewed) HP Laptop 348G3 Intel Core i5 - 6200u Processor, 16 GB Ram & 256 GB ssd, Win10, 14.1 Inches Premium Business Notebook Computer (SILVER)",B08JZCHCN2,49690,13/11
1170,"(Renewed) HP Laptop 348G3 Intel Core i5 - 6200u Processor, 32 GB Ram & 128 GB ssd, Win10, 14.1 Inches Premium Business Notebook Computer (SILVER)",B08JZCCY5G,59490,13/11
1171,"(Renewed) HP Laptop 348G3 Intel Core i5 - 6200u Processor, 16 GB Ram & 128 GB ssd, Win10, 14.1 Inches Premium Business Notebook Computer (SILVER)",B08JZB1JTH,48290,13/11
1172,(Renewed) Dell Latitude E5450 Laptop (Core i5 5th Gen/4GB/256GB SSD/WEBCAM/14'' NO TOUCH/DOS),B08JYLQGVT,31990,13/11
1173,"ASUS ROG Gaming G512LI-HN177T i5-10300H/GTX1650Ti-4GB/8G/512G SSD/15.6 FHD-144hz/RGB backlit/WIFI6/WIN10//ELECTRO Punk/Accy in Box: Mouse (ROG P512), Mouse Pad (ROG)",B08JV8R1ZC,81890,13/11
1174,"Asus Gaming Laptop ROG Strix G15 i7-10750H(8 Gb Ram,512G SSD,15.6 FHD-144hz,GTX1650Ti-4GB,RGB Backlit,WIFI6,WIN10,,Electro Punk),G512LI-HN126T",B08JV1XDJD,90990,13/11
1175,"Microsoft Surface Duo (Glacier, 6GB RAM, 128GB Storage)",B08JTDPRM1,149990,13/11
1176,HP AIO 400 G5(Core i3 9th Gen/4GB/1TB/ 20inch/Win10) 9SV84PA Black,B08JD15RQH,49199,13/11
1177,"Lenovo Thinkbook Plus Intel Core i5 10th Gen Dual Display 13.3 inch FHD Laptop (8GB RAM/ 512GB SSD/ 13.3"" FHD + 10.8"" FHD Monochromatic/ Windows 10 Professional/ Black/ 1.41 kg), 20TG004LIH",B08JCG5W31,112690,13/11
1178,"(Renewed) HP Probook Laptop 650g1 Intel Core i5 - 4300m Processor, 4 GB Ram & 512 GB ssd, Win10, 15.6 Inches Notebook Computer with Numeric Keypad",B08J7LVRK9,38990,13/11
1179,"(Renewed) HP Probook Laptop 440g1 Intel Core i5 - 4200m Processor, 4 GB Ram & 256 GB ssd, Win10, 14.1 Inches Notebook Computer",B08J4B3L43,36790,13/11
1180,"(Renewed) HP Probook Laptop 440g1 Intel Core i5 - 4200m Processor, 4 GB Ram & 128 GB ssd, Win10, 14.1 Inches Notebook Computer",B08J49ZNQF,35290,13/11
1181,"(Renewed) HP Probook Laptop 440g1 Intel Core i5 - 4200m Processor, 8 GB Ram & 128 GB ssd, Win10, 14.1 Inches Notebook Computer",B08J46SSQZ,38290,13/11
1182,"(Renewed) HP Probook Laptop 440g1 Intel Core i5 - 4200m Processor, 16 GB Ram & 256 GB ssd, Win10, 14.1 Inches Notebook Computer",B08J45VYFW,45790,13/11
1183,"(Renewed) HP Probook Laptop 440g1 Intel Core i5 - 4200m Processor, 16 GB Ram & 128 GB ssd, Win10, 14.1 Inches Notebook Computer",B08J44HXP1,44290,13/11
1184,"ASUSPRO P5 (P5440FA)-14 inch Notebook (Intel i5-8265U Processor, 8GB RAM, 1TB HDD, Windows 10 Pro)-P5440FA-5810P",B08J13HTBQ,81990,13/11
1185,"ASUS ExpertBook P2 (P2451FB) 14 inch Notebook( i5-10210U, 8GB,1TB 72R,Win Pro ) P2451FB-EK0092R",B08J13HT9X,83990,13/11
1186,"ASUS ExpertBook P1 (P1440FA)-14 inch Notebook (Intel i5-10210U Processor, 4GB RAM, 1TB HDD, DOS)-P1440FA-FQ2349",B08J13GWM7,44800,13/11
1187,"ASUS ExpertBook P1 (P1440FA)-14 inch Notebook (Intel i5-10210U Processor, 4GB RAM, 1TB54R HDD, Win PRO)-P1440FA-FQ2349R",B08J133Y6B,61249,13/11
1188,"ASUS ExpertBook B9 (B9450FA) 14 inch Notebook(i7-10510U, 16GB, 2TB PCIEx4,Win Pro ) B9450FA-BM0699R",B08J12KVXL,184990,13/11
1189,"ASUS ExpertBook P2 (P2451FB) 14 inch Notebook( i7-10510U, 8GB,1TB 72R,Win Pro ) P2451FB-EK0095R",B08J11K1WD,93990,13/11
1190,"(Renewed) Lenovo Thin & Light Thinkpad Laptop T460s Intel Core i5 - 6300u Processor, 20 GB Ram & 128 GB ssd, Win 10 14 inches Ultra Thin & Light Notebook Computer",B08HZ7TKFN,60490,13/11
1191,"(Renewed) Lenovo Thin & Light Thinkpad Laptop T470s Intel Core i5 - 6300u Processor, 20 GB Ram & 128 GB ssd, Win 10 14 inches Ultra Thin & Light Notebook Computer",B08HZ789TF,63490,13/11
1192,"(Renewed) Lenovo Thin & Light Thinkpad Laptop T470s Intel Core i5 - 6300u Processor, 16 GB Ram & 128 GB ssd, Win 10 14 inches Ultra Thin & Light Notebook Computer",B08HZ6Z24N,60490,13/11
